/nobackup/users/heting/dataset/slurp-master/audio/slurp_real_16khz
audio-1501407267-headset.wav	26624	calendar
audio-1490262086-headset.wav	53248	calendar
audio-1490183568-headset.wav	19456	audio
audio-1490019123-headset.wav	32768	iot
audio-1497872350-headset.wav	45056	audio
audio-1490203633-headset.wav	43008	lists
audio-1498570131-headset.wav	62464	email
audio-1497886326-headset.wav	63488	alarm
audio-1490195924-headset.wav	41984	alarm
audio-1502199029-headset.wav	31744	qa
audio-1490103994-headset.wav	68608	calendar
audio-1490194280-headset.wav	59392	play
audio-1498563809-headset.wav	60416	recommendation
audio-1490261715-headset.wav	14336	weather
audio-1502890627-headset.wav	34816	qa
audio-1500387231-headset.wav	58368	calendar
audio-1498569479-headset.wav	53248	alarm
audio-1502890200-headset.wav	36864	play
audio-1492779894-headset.wav	66560	calendar
audio-1490800766-headset.wav	80896	social
audio--1504198306-headset.wav	59392	alarm
audio--1504190183-headset.wav	64512	email
audio-1497030361-headset.wav	48128	weather
audio-1497438842-headset.wav	69632	news
audio-1501757184-headset.wav	57344	calendar
audio-1498571474-headset.wav	14336	music
audio-1492780704-headset.wav	86016	general
audio-1502197319-headset.wav	78848	news
audio--1504195064-headset.wav	64512	alarm
audio-1501758737-headset.wav	36864	calendar
audio-1498564961-headset.wav	50176	takeaway
audio-1501687350-headset.wav	31744	email
audio-1490262729-headset.wav	41984	play
audio-1490182114-headset.wav	51200	iot
audio-1490288569-headset.wav	14336	general
audio-1490182788-headset.wav	40960	calendar
audio-1501408205-headset.wav	49152	alarm
audio-1498565774-headset.wav	71680	calendar
audio-1501768766-headset.wav	30720	email
audio-1501752593-headset.wav	31744	qa
audio-1502200342-headset.wav	65536	transport
audio-1490204616-headset.wav	48128	transport
audio-1490371685-headset.wav	145408	calendar
audio-1492786129-headset.wav	79872	social
audio-1490704619-headset.wav	25600	weather
audio-1490356745-headset.wav	64512	email
audio-1490354400-headset.wav	46080	alarm
audio-1434535895-headset.wav	31744	alarm
audio-1490372114-headset.wav	39936	general
audio-1490008505-headset.wav	35840	recommendation
audio-1500980285-headset.wav	37888	qa
audio-1501763698-headset.wav	57344	calendar
audio-1497865444-headset.wav	40960	social
audio-1502196087-headset.wav	44032	calendar
audio-1497438977-headset.wav	107520	transport
audio--1504192627-headset.wav	43008	alarm
audio-1434537121-headset.wav	44032	qa
audio-1502376088-headset.wav	60416	cooking
audio-1501765424-headset.wav	37888	general
audio-1492785172-headset.wav	82944	play
audio-1490104623-headset.wav	111616	qa
audio-1497622162-headset.wav	82944	weather
audio-1490367329-headset.wav	46080	music
audio-1502201321-headset.wav	33792	calendar
audio-1498567178-headset.wav	27648	qa
audio-1490103631-headset.wav	31744	social
audio-1501767540-headset.wav	30720	alarm
audio-1499244813-headset.wav	75776	email
audio-1497269847-headset.wav	41984	iot
audio-1498483173-headset.wav	38912	lists
audio-1497880777-headset.wav	39936	play
audio-1500898683-headset.wav	77824	news
audio-1501752706-headset.wav	47104	social
audio-1497879692-headset.wav	71680	iot
audio-1498571034-headset.wav	46080	cooking
audio-1498758285-headset.wav	72704	play
audio-1502100608-headset.wav	82944	email
audio-1501693689-headset.wav	45056	email
audio-1490800596-headset.wav	22528	iot
audio-1490109263-headset.wav	66560	play
audio-1434533287-headset.wav	31744	qa
audio-1497887011-headset.wav	21504	email
audio-1498486330-headset.wav	70656	social
audio-1494608595-headset.wav	50176	qa
audio-1490356664-headset.wav	24576	calendar
audio-1490366829-headset.wav	30720	general
audio-1497868414-headset.wav	43008	qa
audio-1498564364-headset.wav	27648	email
audio-1490262521-headset.wav	34816	lists
audio--1504197979-headset.wav	29696	audio
audio-1490802088-headset.wav	41984	transport
audio-1490262964-headset.wav	27648	qa
audio-1502199904-headset.wav	39936	general
audio-1497860859-headset.wav	55296	alarm
audio-1502376845-headset.wav	36864	transport
audio-1497885536-headset.wav	68608	email
audio-1498568050-headset.wav	39936	qa
audio-1434535289-headset.wav	58368	datetime
audio-1490371436-headset.wav	81920	email
audio-1498565783-headset.wav	79872	social
audio-1496264954-headset.wav	44032	music
audio-1499090872-headset.wav	25600	calendar
audio-1501754732-headset.wav	45056	play
audio-1497868905-headset.wav	27648	play
audio-1490193756-headset.wav	37888	qa
audio-1498567123-headset.wav	158720	transport
audio-1490801802-headset.wav	28672	qa
audio-1501758739-headset.wav	52224	takeaway
audio-1498574116-headset.wav	25600	calendar
audio-1490104766-headset.wav	69632	news
audio-1490801977-headset.wav	38912	qa
audio-1497880310-headset.wav	64512	calendar
audio-1502894565-headset.wav	45056	iot
audio-1502218309-headset.wav	30720	general
audio-1492781511-headset.wav	46080	iot
audio-1490183878-headset.wav	41984	weather
audio-1502198931-headset.wav	49152	calendar
audio-1498758048-headset.wav	86016	email
audio-1502462219-headset.wav	31744	takeaway
audio-1490286796-headset.wav	106496	news
audio-1501688399-headset.wav	43008	social
audio-1499089593-headset.wav	53248	calendar
audio-1501158196-headset.wav	35840	play
audio--1504190254-headset.wav	44032	calendar
audio-1499695309-headset.wav	95232	news
audio-1490356296-headset.wav	20480	transport
audio-1490799121-headset.wav	46080	news
audio-1490357126-headset.wav	24576	news
audio-1502114028-headset.wav	53248	calendar
audio-1502299352-headset.wav	84992	qa
audio-1490194115-headset.wav	34816	takeaway
audio-1501696830-headset.wav	76800	recommendation
audio-1501687256-headset.wav	91136	cooking
audio-1434530071-headset.wav	46080	recommendation
audio-1490109561-headset.wav	41984	email
audio-1501765642-headset.wav	27648	news
audio-1490200663-headset.wav	24576	alarm
audio-1490110337-headset.wav	51200	audio
audio-1497862286-headset.wav	51200	qa
audio-1501694673-headset.wav	47104	iot
audio-1501150661-headset.wav	36864	alarm
audio-1500039373-headset.wav	57344	news
audio-1501754159-headset.wav	41984	calendar
audio-1495732530-headset.wav	63488	general
audio-1497872494-headset.wav	64512	lists
audio-1498566709-headset.wav	27648	lists
audio-1501768394-headset.wav	45056	calendar
audio-1501686404-headset.wav	24576	general
audio-1501752250-headset.wav	48128	music
audio-1434538654-headset.wav	55296	play
audio-1497872904-headset.wav	32768	general
audio-1490801581-headset.wav	21504	play
audio-1502195617-headset.wav	78848	takeaway
audio-1497620617-headset.wav	51200	transport
audio-1501754409-headset.wav	38912	general
audio-1498566050-headset.wav	38912	recommendation
audio-1501687916-headset.wav	26624	alarm
audio-1434528295-headset.wav	31744	lists
audio-1490110469-headset.wav	45056	alarm
audio-1498566841-headset.wav	38912	qa
audio-1502200903-headset.wav	55296	email
audio-1490200199-headset.wav	34816	calendar
audio-1498483772-headset.wav	105472	general
audio-1490354040-headset.wav	44032	general
audio-1490705819-headset.wav	48128	lists
audio-1501687135-headset.wav	58368	news
audio-1501766621-headset.wav	31744	play
audio-1492783941-headset.wav	59392	recommendation
audio-1490194109-headset.wav	35840	lists
audio-1502114556-headset.wav	98304	transport
audio-1497884066-headset.wav	70656	calendar
audio-1434532573-headset.wav	24576	social
audio-1501756179-headset.wav	77824	play
audio-1501764860-headset.wav	51200	cooking
audio-1490802003-headset.wav	31744	calendar
audio-1490181638-headset.wav	36864	email
audio-1501758232-headset.wav	54272	datetime
audio-1501772510-headset.wav	47104	lists
audio-1489674270-headset.wav	38912	datetime
audio-1501689728-headset.wav	50176	weather
audio-1501688608-headset.wav	105472	lists
audio-1490705091-headset.wav	30720	news
audio-1497865347-headset.wav	55296	news
audio-1498566910-headset.wav	31744	recommendation
audio-1490103221-headset.wav	48128	email
audio-1501759052-headset.wav	30720	transport
audio-1490360258-headset.wav	24576	iot
audio-1501690251-headset.wav	27648	iot
audio-1501751782-headset.wav	43008	audio
audio-1492779081-headset.wav	83968	calendar
audio-1497881971-headset.wav	28672	weather
audio-1501752255-headset.wav	26624	calendar
audio--1505323890-headset.wav	33792	calendar
audio-1490292258-headset.wav	48128	transport
audio-1498563730-headset.wav	44032	qa
audio-1490802368-headset.wav	33792	email
audio-1502199797-headset.wav	62464	qa
audio-1497264714-headset.wav	70656	iot
audio-1502215977-headset.wav	56320	news
audio--1504192325-headset.wav	52224	alarm
audio-1501686075-headset.wav	41984	general
audio-1494549023-headset.wav	32768	email
audio-1490289178-headset.wav	46080	qa
audio-1498569406-headset.wav	72704	qa
audio-1490800718-headset.wav	18432	play
audio-1500979211-headset.wav	31744	play
audio-1502894523-headset.wav	62464	calendar
audio-1501151891-headset.wav	69632	social
audio-1501690275-headset.wav	51200	email
audio-1497439168-headset.wav	78848	music
audio-1500980176-headset.wav	39936	news
audio-1497263047-headset.wav	47104	takeaway
audio-1490705114-headset.wav	80896	recommendation
audio-1498572419-headset.wav	25600	iot
audio-1434530648-headset.wav	37888	general
audio-1497025019-headset.wav	29696	recommendation
audio-1501758913-headset.wav	30720	play
audio-1497864498-headset.wav	46080	play
audio-1494512102-headset.wav	21504	email
audio-1490200282-headset.wav	44032	iot
