/nobackup/users/heting/dataset/flickr_audio/wavs
3661072592_2e693cd5a0_2.wav	56471
2903617548_d3e38d7f88_4.wav	66219
3229282764_a4a515f4e2_2.wav	75790
2616561200_ea079f285a_2.wav	66130
3564543247_05cdbc31cf_1.wav	54242
3221036999_3f7b152d8a_1.wav	73728
2419221084_01a14176b4_0.wav	119467
3296500180_0d7a6650dc_0.wav	55296
2467803152_70eeca1334_0.wav	104768
3122579598_14841c038a_4.wav	42325
3648988742_888a16f600_4.wav	47104
590445887_4d4fa43923_3.wav	51200
3195147187_a073d59fa8_3.wav	74411
2932740428_b15384f389_1.wav	96256
3162045919_c2decbb69b_2.wav	47944
3457572788_e1fe4f6480_0.wav	43008
2396746868_0727e06983_0.wav	49041
1482960952_95f2d419cb_1.wav	58700
2891617125_f939f604c7_0.wav	48469
2562463210_d0dfd545ca_2.wav	72363
3452411712_5b42d2a1b5_2.wav	34180
2663794355_e726ec7e05_0.wav	46421
3574244361_715ac347cd_1.wav	55296
3397633339_d1ae6d9a0e_1.wav	60929
3600909823_ce72c26e66_1.wav	65387
1461653394_8ab96aae63_0.wav	64171
1801063894_60bce29e19_0.wav	66901
1445123245_c7b9db0e0c_3.wav	116053
3564543247_05cdbc31cf_2.wav	46811
1262077938_8b9516c273_1.wav	54242
2947452329_08f2d2a467_4.wav	44373
608257195_6ec6f48e37_1.wav	55979
2029280005_a19609c81a_2.wav	107861
2795866891_7559fd8422_0.wav	61440
2447035752_415f4bb152_3.wav	57214
127488876_f2d2a89588_1.wav	70997
2450486758_a66fd296ea_2.wav	64171
2985679744_75a7102aab_3.wav	58700
504904434_889f426c6e_2.wav	86699
3677954655_df4c0845aa_2.wav	61440
2173677067_9d0732bcc2_2.wav	55979
302983277_69a4e732e4_1.wav	120832
3178300150_d4605ff02c_4.wav	56471
2355578735_286af5b202_4.wav	57344
3437147889_4cf26dd525_0.wav	58709
2039457436_fc30f5e1ce_1.wav	52013
3028404926_2bd27e3e83_4.wav	45056
3262760716_1e9734f5ba_3.wav	60757
3426962078_13e87e10de_1.wav	66130
1401961581_76921a75c5_0.wav	70997
3622216490_1314a58b66_4.wav	83285
2116316160_d5fa7abdc3_4.wav	68267
440737340_5af34ca9cf_1.wav	68360
392467282_00bb22e201_4.wav	65536
2130851544_d36f4f2ea6_1.wav	30720
214501174_6db1f4d69c_3.wav	29722
3412450683_7da035f2de_2.wav	60929
2228022180_9597b2a458_0.wav	61440
3504158556_1d410c8ff7_1.wav	57344
251586160_a31b187a37_3.wav	57214
2097420505_439f63c863_1.wav	66219
3365198533_539073002b_2.wav	40124
2554081584_233bdf289a_1.wav	54613
